"RefDes"."Name"."Pattern"."Center X (mm)"."Center Y (mm)"."Side"."Rotation"."Value"."Origin X (mm)"."Origin Y (mm)"."Part Number (LCSC)"."Part Number (Digi-Key)"."Part Number (Mouser)"."MP"."Package"
"S2"."TL1015"."TL1015 "."70.975"."13.5"."Top"."270.0".""."70.975"."13.5".""."".""."".""
"S3"."TL1015"."TL1015 "."103.25"."58"."Top"."90.0"."ESP_BOOT"."103.25"."58".""."".""."".""
"S4"."TL1015"."TL1015 "."11.75"."58"."Top"."90.01"."H7_BOOT"."11.75"."58".""."".""."".""
"S5"."TL1015"."TL1015 "."103.25"."50.5"."Top"."90.0"."ESP_BOOT"."103.25"."50.5".""."".""."".""
"S6"."TL1015"."TL1015 "."11.75"."50.5"."Top"."90.0"."ESP_BOOT"."11.75"."50.5".""."".""."".""
"U1"."ESP32-C6-MINI-1-H4_SPLIT"."XCVR_ESP32-C6-MINI-1-H4"."96.85"."30.25"."Top"."270.0".""."94"."30.25".""."".""."ESP32-C6-MINI-1-H4"."SMD-53 Espressif Systems"
"U2"."TMUXHS221NKGR"."NKG0010A"."83.8"."19.75"."Top"."270.0".""."83.8"."19.75"."C7362468"."".""."".""
"U3"."TMUXHS221NKGR"."NKG0010A"."70.7"."19.063"."Top"."0.0".""."70.7"."19.063"."C7362468"."".""."".""
"U4"."SN3257QDYYRQ1"."TI_DYY0016A_N"."74.5"."47"."Top"."0.0".""."74.5"."47"."C2875445"."".""."".""
"U5"."SN3257QDYYRQ1"."TI_DYY0016A_N"."32.5"."47"."Top"."180.0".""."32.5"."47"."C2875445"."".""."".""
"U6"."TPS62A02PDDCR"."TI_DDC0006A_N"."14.1"."21.4"."Top"."0.0".""."14.1"."21.4"."C22445521"."".""."".""
"U7"."SN3257QDYYRQ1"."TI_DYY0016A_N"."82.5"."47"."Top"."0.0".""."82.5"."47"."C2875445"."".""."".""
"U8"."SN3257QDYYRQ1"."TI_DYY0016A_N"."40.5"."47"."Top"."180.0".""."40.5"."47"."C2875445"."".""."".""
"U9"."TPS3820-50DBVx"."SOT23-5P95_280X145L45X40N_AD6"."12.6"."36.75"."Top"."270.0".""."12.6"."36.75".""."".""."".""
"U29"."TPS62A02PDDCR"."TI_DDC0006A_N"."14.1"."13.1"."Top"."0.0".""."14.1"."13.1"."C22445521"."".""."".""
"U32"."TPS62A02PDDCR"."TI_DDC0006A_N"."14.1"."29.7"."Top"."0.0".""."14.1"."29.7"."C22445521"."".""."".""
"U38"."ICE40HX8K-CT256"."LATTICE_caBGA256_N"."57.5"."30"."Top"."90.0".""."57.5"."30".""."".""."ICE40HX8K-CT256"."CABGA-256 Lattice Semiconductor"
"U39"."STM32H723IxK_SPLIT"."ST_UFBGA176+25_N"."57.5"."50"."Top"."0.0".""."57.5"."50"."C443971"."STM32F407IGH7-ND"."511-STM32F407IGH7"."".""
"U47"."W25Q16JVUXIQ/W25Q16JVUXIM"."USON-8_WINBOND"."72.85"."32"."Top"."270.0".""."72.85"."32".""."".""."".""
"Y2"."8132H-50.000ML33DTL"."HCI_8132H_N"."47.25"."50"."Top"."270.0"."50Mhz HCMOS output"."47.25"."50"."C19674255"."".""."".""
