"RefDes","Name","Pattern","Center X (mm)","Center Y (mm)","Side","Rotation","Value","Origin X (mm)","Origin Y (mm)","Part Number (LCSC)","Part Number (Digi-Key)","Part Number (Mouser)","MP","Package"
"U17","AM26LV32CD","SOIC16P127_990X600X175L83X41N_AD4","156.625","47.75","Top","180.0","","156.625","47.75","C1543745","296-6794-5-ND","595-AM26LV32CD","",""
"U18","FE2.1-CQFP48A","QFP48P50_900X900X160L60X22N","193","98.6","Top","180.0","","193","98.6","","","","",""
"U19","SN74LV4052APW","SOP16P65_500X640X120L62X24N_AD3","110","101.25","Top","90.0","","110","101.25","C1546196","296-3831-5-ND","595-SN74LV4052APW","",""
"U20","AM26LV32CD","SOIC16P127_990X600X175L83X41N_AD4","172.25","47.75","Top","180.0","","172.25","47.75","C1543745","296-6794-5-ND","595-AM26LV32CD","",""
"U21","AM26LV32CD","SOIC16P127_990X600X175L83X41N_AD4","187.875","47.75","Top","180.0","","187.875","47.75","C1543745","296-6794-5-ND","595-AM26LV32CD","",""
"U22","AM26LV32CD","SOIC16P127_990X600X175L83X41N_AD4","203.5","47.75","Top","180.0","","203.5","47.75","C1543745","296-6794-5-ND","595-AM26LV32CD","",""
"U23","SN74LVC4245APW","SOP24P65_780X640X120L62X24N_AD1","166.6","96.8","Top","90.0","","166.6","96.8","C354456","SN74LVC4245APW-ND","595-SN74LVC4245APW","",""
"U24","LAN8742AI-CZ-TR","QFN25P50_400X400X100L40X25T250N_AD1","98.7","53.75","Top","90.0","","98.7","53.75","C621425","LAN8742AI-CZ-TR-ND","579-LAN8742AI-CZ-TR","",""
"U25","SN74HCT245DGSR","TI_DGS0020A_N_N","153.25","74.5","Top","270.0","","153.25","74.5","C6489181","","","",""
"U26","SN74HCT245DGSR","TI_DGS0020A_N_N","153.25","64","Top","270.0","","153.25","64","C6489181","","","",""
"U27","PS2801-1-A","SOIC4P127_270X700X210L50X40N","149.9","24.2","Top","180.0","GUESSED","149.9","24.2","","","968-PS2801-1-A","",""
"U28","USBLC6-4SC6","SOT23-6L","98.7","46.875","Top","90.01","","98.7","46.875","","","","LM61460AASQRJRRQ1","SOT-23-6 STMicroelectronics"
"U29","PCA9545APW,118","SOP20P65_650X640X110L62X24N_AD1","100","86","Top","270.0","","100","86","C515584","568-1865-6-ND","","",""
"U30","LM66100","TI_DCK_R-PDSO-G6_N","68.75","57.35","Top","180.0","","68.75","57.35","","","","",""
"U31","PS2801-1-A","SOIC4P127_270X700X210L50X40N","157.4","24.2","Top","180.0","GUESSED","157.4","24.2","","","968-PS2801-1-A","",""
"U32","LM66100","TI_DCK_R-PDSO-G6_N","65.25","57.35","Top","180.0","","65.25","57.35","","","","",""
"U33","PS2801-1-A","SOIC4P127_270X700X210L50X40N","166.15","24.2","Top","0.0","GUESSED","166.15","24.2","","","968-PS2801-1-A","",""
"U34","PS2801-1-A","SOIC4P127_270X700X210L50X40N","173.65","24.2","Top","0.0","GUESSED","173.65","24.2","","","968-PS2801-1-A","",""
"U35","ADUM1200ARZ-RL7","SOIC8P127_490X600X175L83X41N_AD1","58.1","88.45","Top","90.01","","58.1","88.45","C15219","ADUM1200ARZ-RL7DKR-ND","584-ADUM1200ARZ-R7","",""
"U36","MAX3490EESA+T","SOIC8P127_490X600X175L83X42N_AD2","140.45","23.95","Top","180.0","","140.45","23.95","C23404","MAX3490EESA+DKR-ND","700-MAX3490EESAT","",""
"U37","AMS1117-3.3","SOT223-4P229_700X180L53X74N","61.25","52.35","Top","0.0","","61.25","52.35","C6186","","","",""
"U38","HX717","SOIC16P127_990X600X180L66X43N","70","75.45","Top","270.0","","70","75.45","","","","",""
"U40","PCA9545APW,118","SOP20P65_650X640X110L62X24N_AD1","120","86","Top","270.0","","120","86","C515584","568-1865-6-ND","","",""
"U41","TCAN1044AVDRBRQ1","TI_DRB0008J_N","199.25","86.2","Top","270.0","","199.25","86.2","","","","",""
"U42","LSF0102DCUR","SOP8P50_200X310X90L27X21N_AD1","61.9","44.45","Top","90.0","","61.9","44.45","C964636","296-39070-6-ND","595-LSF0102DCUR","",""
"U43","XL-1615RGBC-WS2812B","XL-1615RGBC-WS2812B","56.2","112.3","Top","90.0","RGB WS2812","56.2","112.3","","","","",""
"U44","XL-1615RGBC-WS2812B","XL-1615RGBC-WS2812B","106.3","112.3","Top","90.0","RGB WS2812","106.3","112.3","","","","",""
"U45","XL-1615RGBC-WS2812B","XL-1615RGBC-WS2812B","156.3","112.3","Top","90.0","RGB WS2812","156.3","112.3","","","","",""
"U46","XL-1615RGBC-WS2812B","XL-1615RGBC-WS2812B","206.3","112.3","Top","90.0","RGB WS2812","206.3","112.3","","","","",""
"U48","TCAN1044AVDRBRQ1","TI_DRB0008J_N","199.25","106.75","Top","270.0","","199.25","106.75","","","","",""
"X1","NX2016SA-25MHZ-STD-CZS-2","NX2016SA","103.8","53.75","Top","180.0","25Mhz","103.8","53.75","C843258","","","",""
"Y2","X503212MSB2GI","YANGXING_SMD_5032_2L","185.8","95","Top","90.0","12Mhz","185.8","95","C112573","","","",""
